transect_code,tree_species_code,tree_foilage_strategy,tree_plot_code,subquadrat,tree_label,circumfrence_cm,tree_elevation_m,tree_latitude,tree_longitude,measurement_date
ab_lets1,ns,evergreen,refp,H,2,120,933,46.3261333,6.99955,2017-10-10
ab_lets1,ns,evergreen,refp,H,1,130,933,46.3261333,6.99955,2017-10-10
ab_lets1,ns,evergreen,refp,G,4,190,933,46.3261333,6.99955,2017-10-10
ab_lets1,ns,evergreen,refp,G,3,120,933,46.3261333,6.99955,2017-10-10
ab_lets1,ns,evergreen,refp,G,2,190,933,46.3261333,6.99955,2017-10-10
ab_lets1,ns,evergreen,refp,F,4,160,933,46.3261333,6.99955,2017-10-10
ab_lets1,ns,evergreen,refp,F,3,180,933,46.3261333,6.99955,2017-10-10
ab_lets1,ns,evergreen,refp,F,2,170,933,46.3261333,6.99955,2017-10-10
ab_lets1,ns,evergreen,refp,F,1,190,933,46.3261333,6.99955,2017-10-10
ab_lets1,ns,evergreen,refp,E,4,100,933,46.3261333,6.99955,2017-10-10
ab_lets1,ns,evergreen,refp,E,3,100,933,46.3261333,6.99955,2017-10-10
ab_lets1,ns,evergreen,refp,E,2,190,933,46.3261333,6.99955,2017-10-10
ab_lets1,ns,evergreen,refp,E,1,160,933,46.3261333,6.99955,2017-10-10
ab_lets1,ns,evergreen,refp,D,3,135,933,46.3261333,6.99955,2017-10-10
ab_lets1,ns,evergreen,refp,D,2,220,933,46.3261333,6.99955,2017-10-10
ab_lets1,ns,evergreen,refp,D,1,160,933,46.3261333,6.99955,2017-10-10
ab_lets1,ns,evergreen,refp,C,3,115,933,46.3261333,6.99955,2017-10-10
ab_lets1,ns,evergreen,refp,C,2,120,933,46.3261333,6.99955,2017-10-10
ab_lets1,ns,evergreen,refp,B,2,115,933,46.3261333,6.99955,2017-10-10
ab_lets1,ns,evergreen,refp,B,1,130,933,46.3261333,6.99955,2017-10-10
ab_lets1,ns,evergreen,refp,A,1,189,933,46.3261333,6.99955,2017-10-10
ab_lets1,ey,evergreen,refp,G,1,80,933,46.3261333,6.99955,2017-10-10
ab_lets1,ey,evergreen,refp,A,2,110,933,46.3261333,6.99955,2017-10-10
ab_lets1,ey,evergreen,refp,D,4,160,933,46.3261333,6.99955,2017-10-10
ab_lets1,ea,deciduous,refp,I,6,80,933,46.3261333,6.99955,2017-10-10
ab_lets1,ea,deciduous,refp,I,1,110,933,46.3261333,6.99955,2017-10-10
ab_lets1,ea,deciduous,refp,I,10,76,933,46.3261333,6.99955,2017-10-10
ab_lets1,ea,deciduous,refp,I,3,30,933,46.3261333,6.99955,2017-10-10
ab_lets1,ns,evergreen,rifp,D,5,0,1902,46.3513417,6.9991917,2017-10-10
ab_lets1,ns,evergreen,rifp,D,3,65,1902,46.3513417,6.9991917,2017-10-10
ab_lets1,ns,evergreen,rifp,D,1,107,1902,46.3513417,6.9991917,2017-10-10
ab_lets1,ns,evergreen,rifp,D,2,70,1902,46.3513417,6.9991917,2017-10-10
ab_lets1,ns,evergreen,rifp,D,4,43,1902,46.3513417,6.9991917,2017-10-10
ab_lets1,ld,deciduous,rifp,F,1,94,1902,46.3513417,6.9991917,2017-10-10
ab_lets1,ld,deciduous,rifp,E,1,83,1902,46.3513417,6.9991917,2017-10-10
ab_lets1,ld,deciduous,rifp,F,2,102,1902,46.3513417,6.9991917,2017-10-10
ab_lets1,uc,evergreen,sofp,A,1,185,1844,46.34956,6.99915,2017-10-10
ab_lets1,uc,evergreen,sofp,F,1,55,1844,46.34956,6.99915,2017-10-10
ab_lets1,uc,evergreen,sofp,B,3,180,1844,46.34956,6.99915,2017-10-10
ab_lets1,ns,evergreen,sofp,D,1,45,1844,46.34956,6.99915,2017-10-10
ab_lets1,ns,evergreen,sofp,I,2,255,1844,46.34956,6.99915,2017-10-10
ab_lets1,ns,evergreen,sofp,B,4,85,1844,46.34956,6.99915,2017-10-10
ab_lets1,ns,evergreen,sofp,B,2,200,1844,46.34956,6.99915,2017-10-10
ab_lets1,ns,evergreen,sofp,E,2,200,1844,46.34956,6.99915,2017-10-10
ab_lets1,ns,evergreen,sofp,E,3,265,1844,46.34956,6.99915,2017-10-10
ab_lets1,ns,evergreen,sofp,B,1,180,1844,46.34956,6.99915,2017-10-10
ab_lets1,ns,evergreen,sofp,A,3,150,1844,46.34956,6.99915,2017-10-10
ab_lets1,ns,evergreen,sofp,A,2,103,1844,46.34956,6.99915,2017-10-10
ab_lets1,ns,evergreen,sofp,I,1,270,1844,46.34956,6.99915,2017-10-10
ab_lets1,ns,evergreen,sofp,H,1,220,1844,46.34956,6.99915,2017-10-10
ab_lets1,ns,evergreen,sofp,G,2,360,1844,46.34956,6.99915,2017-10-10
ab_lets1,ns,evergreen,sofp,G,1,245,1844,46.34956,6.99915,2017-10-10
ab_lets1,ns,evergreen,sofp,F,2,235,1844,46.34956,6.99915,2017-10-10
ab_lets1,ns,evergreen,sofp,E,1,140,1844,46.34956,6.99915,2017-10-10
ab_lets1,wa,deciduous,stfp,E,3,77,1277,46.338396,7.019926,2017-10-10
ab_lets1,ud,deciduous,stfp,B,1,100,1277,46.338396,7.019926,2017-10-10
ab_lets1,sp,evergreen,stfp,E,5,177,1277,46.338396,7.019926,2017-10-10
ab_lets1,sm,deciduous,stfp,D,4,106,1277,46.338396,7.019926,2017-10-10
ab_lets1,sm,deciduous,stfp,A,1,180,1277,46.338396,7.019926,2017-10-10
ab_lets1,sm,deciduous,stfp,D,3,135,1277,46.338396,7.019926,2017-10-10
ab_lets1,sm,deciduous,stfp,G,5,53,1277,46.338396,7.019926,2017-10-10
ab_lets1,sf,evergreen,stfp,H,7,33,1277,46.338396,7.019926,2017-10-10
ab_lets1,sf,evergreen,stfp,H,9,63,1277,46.338396,7.019926,2017-10-10
ab_lets1,sf,evergreen,stfp,H,8,57,1277,46.338396,7.019926,2017-10-10
ab_lets1,sf,evergreen,stfp,H,6,104,1277,46.338396,7.019926,2017-10-10
ab_lets1,sf,evergreen,stfp,H,5,100,1277,46.338396,7.019926,2017-10-10
ab_lets1,sf,evergreen,stfp,H,4,51,1277,46.338396,7.019926,2017-10-10
ab_lets1,sf,evergreen,stfp,H,3,127,1277,46.338396,7.019926,2017-10-10
ab_lets1,sf,evergreen,stfp,H,2,63,1277,46.338396,7.019926,2017-10-10
ab_lets1,sf,evergreen,stfp,H,1,170,1277,46.338396,7.019926,2017-10-10
ab_lets1,sf,evergreen,stfp,G,6,152,1277,46.338396,7.019926,2017-10-10
ab_lets1,sf,evergreen,stfp,G,4,250,1277,46.338396,7.019926,2017-10-10
ab_lets1,sf,evergreen,stfp,G,3,57,1277,46.338396,7.019926,2017-10-10
ab_lets1,sf,evergreen,stfp,G,2,76,1277,46.338396,7.019926,2017-10-10
ab_lets1,sf,evergreen,stfp,G,1,137,1277,46.338396,7.019926,2017-10-10
ab_lets1,sf,evergreen,stfp,F,4,208,1277,46.338396,7.019926,2017-10-10
ab_lets1,sf,evergreen,stfp,F,2,208,1277,46.338396,7.019926,2017-10-10
ab_lets1,sf,evergreen,stfp,F,1,172,1277,46.338396,7.019926,2017-10-10
ab_lets1,sf,evergreen,stfp,E,7,73,1277,46.338396,7.019926,2017-10-10
ab_lets1,sf,evergreen,stfp,E,2,167,1277,46.338396,7.019926,2017-10-10
ab_lets1,sf,evergreen,stfp,E,1,37,1277,46.338396,7.019926,2017-10-10
ab_lets1,sf,evergreen,stfp,D,2,35,1277,46.338396,7.019926,2017-10-10
ab_lets1,sf,evergreen,stfp,D,1,96,1277,46.338396,7.019926,2017-10-10
ab_lets1,sf,evergreen,stfp,C,3,150,1277,46.338396,7.019926,2017-10-10
ab_lets1,sf,evergreen,stfp,C,2,70,1277,46.338396,7.019926,2017-10-10
ab_lets1,sf,evergreen,stfp,C,1,140,1277,46.338396,7.019926,2017-10-10
ab_lets1,sf,evergreen,stfp,B,3,136,1277,46.338396,7.019926,2017-10-10
ab_lets1,sf,evergreen,stfp,B,2,140,1277,46.338396,7.019926,2017-10-10
ab_lets1,nm,deciduous,stfp,E,6,88,1277,46.338396,7.019926,2017-10-10
ab_lets1,fb,deciduous,stfp,E,4,11,1277,46.338396,7.019926,2017-10-10
ab_lets1,eb,deciduous,stfp,F,3,130,1277,46.338396,7.019926,2017-10-10
ab_lets1,ea,deciduous,stfp,I,5,31,1277,46.338396,7.019926,2017-10-10
ab_lets1,ea,deciduous,stfp,I,4,31,1277,46.338396,7.019926,2017-10-10
ab_lets1,ea,deciduous,stfp,I,2,144,1277,46.338396,7.019926,2017-10-10
ab_lets1,ea,deciduous,stfp,I,3,35,1277,46.338396,7.019926,2017-10-10
ab_lets1,ea,deciduous,stfp,I,1,74,1277,46.338396,7.019926,2017-10-10
ab_lets1,uc,evergreen,befp,D,5,72,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,uc,evergreen,befp,E,2,63,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,uc,evergreen,befp,B,1,44,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,uc,evergreen,befp,E,1,68,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,uc,evergreen,befp,F,5,84,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,uc,evergreen,befp,B,2,70,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,uc,evergreen,befp,D,9,71,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,uc,evergreen,befp,D,2,30,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,uc,evergreen,befp,E,3,84,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,uc,evergreen,befp,F,4,35,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,uc,evergreen,befp,D,12,46,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,uc,evergreen,befp,B,3,82,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,uc,evergreen,befp,B,5,47,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,uc,evergreen,befp,D,11,47,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,uc,evergreen,befp,F,1,37,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,uc,evergreen,befp,F,8,150,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,uc,evergreen,befp,D,13,38,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,uc,evergreen,befp,D,10,50,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,uc,evergreen,befp,D,3,41,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,uc,evergreen,befp,F,2,38,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,uc,evergreen,befp,F,7,160,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,uc,evergreen,befp,F,6,181,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,uc,evergreen,befp,B,6,55,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,uc,evergreen,befp,F,3,32,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,uc,evergreen,befp,H,3,59,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,uc,evergreen,befp,D,7,43,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,uc,evergreen,befp,D,1,63,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,ns,evergreen,befp,C,4,85,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,ns,evergreen,befp,C,2,95,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,ns,evergreen,befp,C,7,105,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,ns,evergreen,befp,C,5,38,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,ns,evergreen,befp,I,4,42,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,ns,evergreen,befp,C,8,43,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,ns,evergreen,befp,C,9,43,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,ns,evergreen,befp,I,1,44,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,ns,evergreen,befp,H,2,46,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,ns,evergreen,befp,I,3,47,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,ns,evergreen,befp,H,1,48,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,ns,evergreen,befp,I,5,48,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,ns,evergreen,befp,A,1,51,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,ns,evergreen,befp,G,2,52,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,ns,evergreen,befp,G,1,53,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,ns,evergreen,befp,I,6,53,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,ns,evergreen,befp,G,3,56,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,ns,evergreen,befp,G,5,61,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,ns,evergreen,befp,I,2,67,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,ns,evergreen,befp,C,3,68,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,ns,evergreen,befp,A,3,70,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,ns,evergreen,befp,C,6,74,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,ns,evergreen,befp,C,1,82,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,ns,evergreen,befp,C,10,83,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,ns,evergreen,befp,A,2,86,1478,46.3464194,7.0083028,2016-10-11
ab_lets1,wa,deciduous,bgfp,B,6,40,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,wa,deciduous,bgfp,B,5,112,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,wa,deciduous,bgfp,C,6,97,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,ud,deciduous,bgfp,B,1,68,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,ud,deciduous,bgfp,B,2,59,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,ud,deciduous,bgfp,C,4,31,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,ud,deciduous,bgfp,F,1,45,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,ud,deciduous,bgfp,B,9,38,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,so,deciduous,bgfp,A,3,59,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,sm,deciduous,bgfp,C,7,67,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,sm,deciduous,bgfp,C,5,37,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,sm,deciduous,bgfp,G,7,38,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,sm,deciduous,bgfp,G,10,40,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,sm,deciduous,bgfp,A,2,54,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,sm,deciduous,bgfp,A,1,55,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,sm,deciduous,bgfp,G,8,61,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,sm,deciduous,bgfp,G,9,32,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,ha,deciduous,bgfp,G,11,61,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,fm,deciduous,bgfp,F,9,30,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,fm,deciduous,bgfp,I,3,37,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,fm,deciduous,bgfp,F,10,46,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,fm,deciduous,bgfp,F,7,49,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,fm,deciduous,bgfp,I,4,49,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,fm,deciduous,bgfp,H,1,50,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,fm,deciduous,bgfp,I,1,50,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,fm,deciduous,bgfp,D,6,51,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,fm,deciduous,bgfp,F,8,51,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,fm,deciduous,bgfp,I,2,51,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,fm,deciduous,bgfp,E,4,52,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,fm,deciduous,bgfp,D,1,55,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,fm,deciduous,bgfp,D,2,55,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,fm,deciduous,bgfp,H,5,56,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,fm,deciduous,bgfp,E,1,57,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,fm,deciduous,bgfp,A,4,59,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,fm,deciduous,bgfp,H,6,60,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,fm,deciduous,bgfp,H,7,64,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,fm,deciduous,bgfp,D,3,65,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,fm,deciduous,bgfp,E,3,90,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,fm,deciduous,bgfp,A,5,34,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,fm,deciduous,bgfp,D,7,34,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,fm,deciduous,bgfp,F,3,34,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,fm,deciduous,bgfp,E,2,35,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,fm,deciduous,bgfp,F,11,39,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,fm,deciduous,bgfp,A,8,42,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,fm,deciduous,bgfp,F,4,45,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,eh,deciduous,bgfp,G,1,50,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,ea,deciduous,bgfp,B,3,125,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,ea,deciduous,bgfp,A,18,33,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,ea,deciduous,bgfp,A,17,30,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,ea,deciduous,bgfp,B,7,66,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,ea,deciduous,bgfp,A,10,30,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,ba,deciduous,bgfp,B,11,59,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,ba,deciduous,bgfp,C,2,37,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,ba,deciduous,bgfp,B,10,117,1270,46.3335278,7.0099861,2016-10-11
ab_lets1,sp,evergreen,bpfp,I,27,162,1703,46.3446389,6.9945306,2016-10-11
ab_lets1,sp,evergreen,bpfp,H,24,167,1703,46.3446389,6.9945306,2016-10-11
ab_lets1,sp,evergreen,bpfp,E,15,174,1703,46.3446389,6.9945306,2016-10-11
ab_lets1,sp,evergreen,bpfp,D,14,84,1703,46.3446389,6.9945306,2016-10-11
ab_lets1,sp,evergreen,bpfp,I,28,131,1703,46.3446389,6.9945306,2016-10-11
ab_lets1,sp,evergreen,bpfp,H,23,150,1703,46.3446389,6.9945306,2016-10-11
ab_lets1,sp,evergreen,bpfp,H,25,150,1703,46.3446389,6.9945306,2016-10-11
ab_lets1,sp,evergreen,bpfp,H,22,152,1703,46.3446389,6.9945306,2016-10-11
ab_lets1,sm,deciduous,bpfp,F,21,40,1703,46.3446389,6.9945306,2016-10-11
ab_lets1,ns,evergreen,bpfp,C,10,80,1703,46.3446389,6.9945306,2016-10-11
ab_lets1,ns,evergreen,bpfp,B,6,204,1703,46.3446389,6.9945306,2016-10-11
ab_lets1,ns,evergreen,bpfp,A,2,170,1703,46.3446389,6.9945306,2016-10-11
ab_lets1,ns,evergreen,bpfp,A,1,169,1703,46.3446389,6.9945306,2016-10-11
ab_lets1,ns,evergreen,bpfp,A,3,159,1703,46.3446389,6.9945306,2016-10-11
ab_lets1,ns,evergreen,bpfp,C,9,152,1703,46.3446389,6.9945306,2016-10-11
ab_lets1,ns,evergreen,bpfp,F,20,143,1703,46.3446389,6.9945306,2016-10-11
ab_lets1,ns,evergreen,bpfp,F,19,143,1703,46.3446389,6.9945306,2016-10-11
ab_lets1,ns,evergreen,bpfp,C,12,142,1703,46.3446389,6.9945306,2016-10-11
ab_lets1,ns,evergreen,bpfp,C,13,133,1703,46.3446389,6.9945306,2016-10-11
ab_lets1,ns,evergreen,bpfp,F,16,122,1703,46.3446389,6.9945306,2016-10-11
ab_lets1,ns,evergreen,bpfp,C,8,122,1703,46.3446389,6.9945306,2016-10-11
ab_lets1,ns,evergreen,bpfp,F,18,116,1703,46.3446389,6.9945306,2016-10-11
ab_lets1,ns,evergreen,bpfp,I,26,87,1703,46.3446389,6.9945306,2016-10-11
ab_lets1,ns,evergreen,bpfp,C,11,85,1703,46.3446389,6.9945306,2016-10-11
ab_lets1,ns,evergreen,bpfp,C,7,85,1703,46.3446389,6.9945306,2016-10-11
ab_lets1,ns,evergreen,bpfp,A,4,41,1703,46.3446389,6.9945306,2016-10-11
ab_lets1,ns,evergreen,bpfp,F,17,38,1703,46.3446389,6.9945306,2016-10-11
ab_lets1,ns,evergreen,bpfp,A,5,31,1703,46.3446389,6.9945306,2016-10-11
ab_lets1,sm,deciduous,brfp1,G,4,60,1419,46.34085,7.0017472,2016-10-11
ab_lets1,sm,deciduous,brfp1,G,5,61,1419,46.34085,7.0017472,2016-10-11
ab_lets1,sm,deciduous,brfp1,D,3,48,1419,46.34085,7.0017472,2016-10-11
ab_lets1,sm,deciduous,brfp1,A,1,79,1419,46.34085,7.0017472,2016-10-11
ab_lets1,sm,deciduous,brfp1,C,1,59,1419,46.34085,7.0017472,2016-10-11
ab_lets1,sm,deciduous,brfp1,A,2,35,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,G,2,100,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,E,3,99,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,C,5,98,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,A,6,115,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,E,4,110,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,H,1,109,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,B,7,107,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,B,4,103,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,B,2,102,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,B,3,97,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,F,5,96,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,B,6,94,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,I,1,93,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,E,5,92,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,I,4,92,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,C,3,85,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,D,4,92,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,I,3,90,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,B,1,90,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,A,3,78,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,D,2,77,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,A,4,75,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,E,1,71,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,F,6,60,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,G,1,145,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,A,5,135,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,F,2,134,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,H,4,129,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,D,1,129,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,I,2,127,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,H,3,125,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,F,1,125,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,C,4,124,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,H,6,123,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,B,5,120,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,H,5,118,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,G,6,118,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,E,6,110,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp1,F,3,81,1419,46.34085,7.0017472,2016-10-11
ab_lets1,nm,deciduous,brfp1,E,2,71,1419,46.34085,7.0017472,2016-10-11
ab_lets1,nm,deciduous,brfp1,H,2,57,1419,46.34085,7.0017472,2016-10-11
ab_lets1,la,deciduous,brfp1,F,4,125,1419,46.34085,7.0017472,2016-10-11
ab_lets1,la,deciduous,brfp1,C,2,127,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ud,deciduous,brfp2,C,2,120,1419,46.34085,7.0017472,2016-10-11
ab_lets1,sm,deciduous,brfp2,I,3,35,1419,46.34085,7.0017472,2016-10-11
ab_lets1,sm,deciduous,brfp2,C,3,83,1419,46.34085,7.0017472,2016-10-11
ab_lets1,sm,deciduous,brfp2,I,1,53,1419,46.34085,7.0017472,2016-10-11
ab_lets1,sm,deciduous,brfp2,A,4,84,1419,46.34085,7.0017472,2016-10-11
ab_lets1,sm,deciduous,brfp2,I,2,30,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp2,B,1,118,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp2,I,14,47,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp2,B,4,98,1419,46.34085,7.0017472,2016-10-11
ab_lets1,ns,evergreen,brfp2,C,4,80,1419,46.34085,7.0017472,2016-10-11
ab_lets1,la,deciduous,brfp2,D,3,110,1419,46.34085,7.0017472,2016-10-11
ab_lets1,la,deciduous,brfp2,I,7,117,1419,46.34085,7.0017472,2016-10-11
ab_lets1,la,deciduous,brfp2,D,5,120,1419,46.34085,7.0017472,2016-10-11
ab_lets1,la,deciduous,brfp2,D,6,120,1419,46.34085,7.0017472,2016-10-11
ab_lets1,la,deciduous,brfp2,B,3,121,1419,46.34085,7.0017472,2016-10-11
ab_lets1,la,deciduous,brfp2,E,2,121,1419,46.34085,7.0017472,2016-10-11
ab_lets1,la,deciduous,brfp2,G,5,126,1419,46.34085,7.0017472,2016-10-11
ab_lets1,la,deciduous,brfp2,I,13,132,1419,46.34085,7.0017472,2016-10-11
ab_lets1,la,deciduous,brfp2,E,1,145,1419,46.34085,7.0017472,2016-10-11
ab_lets1,la,deciduous,brfp2,G,1,95,1419,46.34085,7.0017472,2016-10-11
ab_lets1,la,deciduous,brfp2,E,4,100,1419,46.34085,7.0017472,2016-10-11
